,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
1087,unitlike,2,devastating,three,awards,adj-ambig,num-num,noun-unit_like,It lasted a devastating three awards., good,0.6836752191015614
1088,unitlike,2,devastating,three,meals,adj-ambig,num-num,noun-unit_like,It lasted a devastating three meals., good,0.9667259364367712
1089,unitlike,2,devastating,five,pages,adj-ambig,num-num,noun-unit_like,It lasted a devastating five pages., good,0.9964765026369221
1090,unitlike,2,devastating,five,acts,adj-ambig,num-num,noun-unit_like,It lasted a devastating five acts., good,0.9975211430526446
1091,unitlike,2,devastating,five,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a devastating five paragraphs., good,0.9951219180761719
1092,unitlike,2,devastating,five,awards,adj-ambig,num-num,noun-unit_like,It lasted a devastating five awards., good,0.8238549468046257
1093,unitlike,2,devastating,five,meals,adj-ambig,num-num,noun-unit_like,It lasted a devastating five meals., good,0.9697894935452084
1094,unitlike,2,devastating,twenty,pages,adj-ambig,num-num,noun-unit_like,It lasted a devastating twenty pages., good,0.9977910955280511
1095,unitlike,2,devastating,twenty,acts,adj-ambig,num-num,noun-unit_like,It lasted a devastating twenty acts., good,0.9968249580402783
1096,unitlike,2,devastating,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a devastating twenty paragraphs., good,0.996907926337034
1097,unitlike,2,devastating,twenty,awards,adj-ambig,num-num,noun-unit_like,It lasted a devastating twenty awards., good,0.8376918055098821
1098,unitlike,2,devastating,twenty,meals,adj-ambig,num-num,noun-unit_like,It lasted a devastating twenty meals., good,0.9704369140895582
1099,unitlike,2,pathetic,three,pages,adj-ambig,num-num,noun-unit_like,It lasted a pathetic three pages., good,0.9953869827990339
1100,unitlike,2,pathetic,three,acts,adj-ambig,num-num,noun-unit_like,It lasted a pathetic three acts., good,0.9971177952503265
1101,unitlike,2,pathetic,three,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a pathetic three paragraphs., good,0.9925409160810007
1102,unitlike,2,pathetic,three,awards,adj-ambig,num-num,noun-unit_like,It lasted a pathetic three awards., good,0.9868859948082163
1103,unitlike,2,pathetic,three,meals,adj-ambig,num-num,noun-unit_like,It lasted a pathetic three meals., good,0.9969873198560735
1104,unitlike,2,pathetic,five,pages,adj-ambig,num-num,noun-unit_like,It lasted a pathetic five pages., good,0.9965295522727786
1105,unitlike,2,pathetic,five,acts,adj-ambig,num-num,noun-unit_like,It lasted a pathetic five acts., good,0.9974115891273411
1106,unitlike,2,pathetic,five,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a pathetic five paragraphs., good,0.993492083813867
1107,unitlike,2,pathetic,five,awards,adj-ambig,num-num,noun-unit_like,It lasted a pathetic five awards., good,0.9856868698840514
1108,unitlike,2,pathetic,five,meals,adj-ambig,num-num,noun-unit_like,It lasted a pathetic five meals., good,0.9965611432585728
1109,unitlike,2,pathetic,twenty,pages,adj-ambig,num-num,noun-unit_like,It lasted a pathetic twenty pages., good,0.9963488881771863
1110,unitlike,2,pathetic,twenty,acts,adj-ambig,num-num,noun-unit_like,It lasted a pathetic twenty acts., good,0.9968067172075845
1111,unitlike,2,pathetic,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a pathetic twenty paragraphs., good,0.9941614436052731
1112,unitlike,2,pathetic,twenty,awards,adj-ambig,num-num,noun-unit_like,It lasted a pathetic twenty awards., good,0.9614877380237894
1113,unitlike,2,pathetic,twenty,meals,adj-ambig,num-num,noun-unit_like,It lasted a pathetic twenty meals., good,0.9920576593913296
1114,unitlike,2,remarkable,three,pages,adj-ambig,num-num,noun-unit_like,It lasted a remarkable three pages., good,0.9985562412239318
1115,unitlike,2,remarkable,three,acts,adj-ambig,num-num,noun-unit_like,It lasted a remarkable three acts., good,0.9990367769374419
1116,unitlike,2,remarkable,three,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a remarkable three paragraphs., good,0.9982887374822805
1117,unitlike,2,remarkable,three,awards,adj-ambig,num-num,noun-unit_like,It lasted a remarkable three awards., bad,0.3311052462572609
1118,unitlike,2,remarkable,three,meals,adj-ambig,num-num,noun-unit_like,It lasted a remarkable three meals., good,0.989949147831043
1119,unitlike,2,remarkable,five,pages,adj-ambig,num-num,noun-unit_like,It lasted a remarkable five pages., good,0.9989936227376052
1120,unitlike,2,remarkable,five,acts,adj-ambig,num-num,noun-unit_like,It lasted a remarkable five acts., good,0.9994290945985409
1121,unitlike,2,remarkable,five,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a remarkable five paragraphs., good,0.9987082951697847
1122,unitlike,2,remarkable,five,awards,adj-ambig,num-num,noun-unit_like,It lasted a remarkable five awards., good,0.6054211787120806
1123,unitlike,2,remarkable,five,meals,adj-ambig,num-num,noun-unit_like,It lasted a remarkable five meals., good,0.9972497017191999
1124,unitlike,2,remarkable,twenty,pages,adj-ambig,num-num,noun-unit_like,It lasted a remarkable twenty pages., good,0.9993037468567857
1125,unitlike,2,remarkable,twenty,acts,adj-ambig,num-num,noun-unit_like,It lasted a remarkable twenty acts., good,0.9993461245697737
1126,unitlike,2,remarkable,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a remarkable twenty paragraphs., good,0.9991446019616692
1127,unitlike,2,remarkable,twenty,awards,adj-ambig,num-num,noun-unit_like,It lasted a remarkable twenty awards., good,0.9466777432000623
1128,unitlike,2,remarkable,twenty,meals,adj-ambig,num-num,noun-unit_like,It lasted a remarkable twenty meals., good,0.9921648838011256
1129,unitlike,2,mediocre,three,pages,adj-ambig,num-num,noun-unit_like,It lasted a mediocre three pages., good,0.9907942814824594
1130,unitlike,2,mediocre,three,acts,adj-ambig,num-num,noun-unit_like,It lasted a mediocre three acts., good,0.9922444447242914
1131,unitlike,2,mediocre,three,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a mediocre three paragraphs., good,0.9892310903866318
1132,unitlike,2,mediocre,three,awards,adj-ambig,num-num,noun-unit_like,It lasted a mediocre three awards., good,0.8915731342413981
1133,unitlike,2,mediocre,three,meals,adj-ambig,num-num,noun-unit_like,It lasted a mediocre three meals., good,0.9722101346260976
1134,unitlike,2,mediocre,five,pages,adj-ambig,num-num,noun-unit_like,It lasted a mediocre five pages., good,0.9904158535109917
1135,unitlike,2,mediocre,five,acts,adj-ambig,num-num,noun-unit_like,It lasted a mediocre five acts., good,0.9929317401867371
1136,unitlike,2,mediocre,five,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a mediocre five paragraphs., good,0.9895299456317709
1137,unitlike,2,mediocre,five,awards,adj-ambig,num-num,noun-unit_like,It lasted a mediocre five awards., good,0.7606925276645357
1138,unitlike,2,mediocre,five,meals,adj-ambig,num-num,noun-unit_like,It lasted a mediocre five meals., good,0.9731210699393499
1139,unitlike,2,mediocre,twenty,pages,adj-ambig,num-num,noun-unit_like,It lasted a mediocre twenty pages., good,0.991978322752536
1140,unitlike,2,mediocre,twenty,acts,adj-ambig,num-num,noun-unit_like,It lasted a mediocre twenty acts., good,0.992905753517296
1141,unitlike,2,mediocre,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted a mediocre twenty paragraphs., good,0.9937109526662973
1142,unitlike,2,mediocre,twenty,awards,adj-ambig,num-num,noun-unit_like,It lasted a mediocre twenty awards., good,0.8870566692887454
1143,unitlike,2,mediocre,twenty,meals,adj-ambig,num-num,noun-unit_like,It lasted a mediocre twenty meals., good,0.9644029632924394
1144,unitlike,2,unsatisfying,three,pages,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying three pages., good,0.9961356814700069
1145,unitlike,2,unsatisfying,three,acts,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying three acts., good,0.9964306662702721
1146,unitlike,2,unsatisfying,three,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying three paragraphs., good,0.9924096076341474
1147,unitlike,2,unsatisfying,three,awards,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying three awards., good,0.9345899425579128
1148,unitlike,2,unsatisfying,three,meals,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying three meals., good,0.9826896498785437
1149,unitlike,2,unsatisfying,five,pages,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying five pages., good,0.996492597357131
1150,unitlike,2,unsatisfying,five,acts,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying five acts., good,0.9972059510408396
1151,unitlike,2,unsatisfying,five,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying five paragraphs., good,0.9943755464987917
1152,unitlike,2,unsatisfying,five,awards,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying five awards., good,0.9294408687832134
1153,unitlike,2,unsatisfying,five,meals,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying five meals., good,0.986587373754048
1154,unitlike,2,unsatisfying,twenty,pages,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying twenty pages., good,0.9969470288234821
1155,unitlike,2,unsatisfying,twenty,acts,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying twenty acts., good,0.9956665277055987
1156,unitlike,2,unsatisfying,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying twenty paragraphs., good,0.9961616088284819
1157,unitlike,2,unsatisfying,twenty,awards,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying twenty awards., good,0.9229538414435963
1158,unitlike,2,unsatisfying,twenty,meals,adj-ambig,num-num,noun-unit_like,It lasted an unsatisfying twenty meals., good,0.9804231243088549
1159,unitlike,2,lovely,three,pages,adj-pos,num-num,noun-unit_like,It lasted a lovely three pages., good,0.9944365213885213
1160,unitlike,2,lovely,three,acts,adj-pos,num-num,noun-unit_like,It lasted a lovely three acts., good,0.998024507359234
1161,unitlike,2,lovely,three,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a lovely three paragraphs., good,0.9964353166230432
1162,unitlike,2,lovely,three,awards,adj-pos,num-num,noun-unit_like,It lasted a lovely three awards., bad,0.14496088281640318
1163,unitlike,2,lovely,three,meals,adj-pos,num-num,noun-unit_like,It lasted a lovely three meals., good,0.6220944306505194
1164,unitlike,2,lovely,five,pages,adj-pos,num-num,noun-unit_like,It lasted a lovely five pages., good,0.995063921672595
1165,unitlike,2,lovely,five,acts,adj-pos,num-num,noun-unit_like,It lasted a lovely five acts., good,0.9978645866461245
1166,unitlike,2,lovely,five,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a lovely five paragraphs., good,0.9965089296060439
1167,unitlike,2,lovely,five,awards,adj-pos,num-num,noun-unit_like,It lasted a lovely five awards., bad,0.14221318694436924
1168,unitlike,2,lovely,five,meals,adj-pos,num-num,noun-unit_like,It lasted a lovely five meals., bad,0.3862854553910555
1169,unitlike,2,lovely,twenty,pages,adj-pos,num-num,noun-unit_like,It lasted a lovely twenty pages., good,0.9969835057886781
1170,unitlike,2,lovely,twenty,acts,adj-pos,num-num,noun-unit_like,It lasted a lovely twenty acts., good,0.9954112413721736
1171,unitlike,2,lovely,twenty,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a lovely twenty paragraphs., good,0.9975260318159942
1172,unitlike,2,lovely,twenty,awards,adj-pos,num-num,noun-unit_like,It lasted a lovely twenty awards., good,0.593755203430064
1173,unitlike,2,lovely,twenty,meals,adj-pos,num-num,noun-unit_like,It lasted a lovely twenty meals., good,0.8173910641110366
1174,unitlike,2,beautiful,three,pages,adj-pos,num-num,noun-unit_like,It lasted a beautiful three pages., good,0.9903578564567804
1175,unitlike,2,beautiful,three,acts,adj-pos,num-num,noun-unit_like,It lasted a beautiful three acts., good,0.9975766949558513
1176,unitlike,2,beautiful,three,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a beautiful three paragraphs., good,0.9932321470751619
1177,unitlike,2,beautiful,three,awards,adj-pos,num-num,noun-unit_like,It lasted a beautiful three awards., bad,0.3159403790317582
1178,unitlike,2,beautiful,three,meals,adj-pos,num-num,noun-unit_like,It lasted a beautiful three meals., good,0.6163094547394135
1179,unitlike,2,beautiful,five,pages,adj-pos,num-num,noun-unit_like,It lasted a beautiful five pages., good,0.9916707658984014
1180,unitlike,2,beautiful,five,acts,adj-pos,num-num,noun-unit_like,It lasted a beautiful five acts., good,0.997704010724823
1181,unitlike,2,beautiful,five,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a beautiful five paragraphs., good,0.9937049911140615
1182,unitlike,2,beautiful,five,awards,adj-pos,num-num,noun-unit_like,It lasted a beautiful five awards., bad,0.27100113215545474
1183,unitlike,2,beautiful,five,meals,adj-pos,num-num,noun-unit_like,It lasted a beautiful five meals., bad,0.4731538981821306
1184,unitlike,2,beautiful,twenty,pages,adj-pos,num-num,noun-unit_like,It lasted a beautiful twenty pages., good,0.9971719165836563
1185,unitlike,2,beautiful,twenty,acts,adj-pos,num-num,noun-unit_like,It lasted a beautiful twenty acts., good,0.9973769571046963
1186,unitlike,2,beautiful,twenty,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a beautiful twenty paragraphs., good,0.9972535145112732
1187,unitlike,2,beautiful,twenty,awards,adj-pos,num-num,noun-unit_like,It lasted a beautiful twenty awards., good,0.7362344682458601
1188,unitlike,2,beautiful,twenty,meals,adj-pos,num-num,noun-unit_like,It lasted a beautiful twenty meals., good,0.8381539199569669
1189,unitlike,2,enchanting,three,pages,adj-pos,num-num,noun-unit_like,It lasted an enchanting three pages., good,0.9967855566211131
1190,unitlike,2,enchanting,three,acts,adj-pos,num-num,noun-unit_like,It lasted an enchanting three acts., good,0.998285637800563
1191,unitlike,2,enchanting,three,paragraphs,adj-pos,num-num,noun-unit_like,It lasted an enchanting three paragraphs., good,0.9973892970279591
1192,unitlike,2,enchanting,three,awards,adj-pos,num-num,noun-unit_like,It lasted an enchanting three awards., good,0.5038874597456886
1193,unitlike,2,enchanting,three,meals,adj-pos,num-num,noun-unit_like,It lasted an enchanting three meals., good,0.948452831895158
1194,unitlike,2,enchanting,five,pages,adj-pos,num-num,noun-unit_like,It lasted an enchanting five pages., good,0.9974861542156672
1195,unitlike,2,enchanting,five,acts,adj-pos,num-num,noun-unit_like,It lasted an enchanting five acts., good,0.9988470540534843
1196,unitlike,2,enchanting,five,paragraphs,adj-pos,num-num,noun-unit_like,It lasted an enchanting five paragraphs., good,0.9978794279964892
1197,unitlike,2,enchanting,five,awards,adj-pos,num-num,noun-unit_like,It lasted an enchanting five awards., good,0.5923105167940128
1198,unitlike,2,enchanting,five,meals,adj-pos,num-num,noun-unit_like,It lasted an enchanting five meals., good,0.9591432604600868
1199,unitlike,2,enchanting,twenty,pages,adj-pos,num-num,noun-unit_like,It lasted an enchanting twenty pages., good,0.9979092936774441
1200,unitlike,2,enchanting,twenty,acts,adj-pos,num-num,noun-unit_like,It lasted an enchanting twenty acts., good,0.99888514451365
1201,unitlike,2,enchanting,twenty,paragraphs,adj-pos,num-num,noun-unit_like,It lasted an enchanting twenty paragraphs., good,0.9982458788719452
1202,unitlike,2,enchanting,twenty,awards,adj-pos,num-num,noun-unit_like,It lasted an enchanting twenty awards., good,0.936488131902473
1203,unitlike,2,enchanting,twenty,meals,adj-pos,num-num,noun-unit_like,It lasted an enchanting twenty meals., good,0.9780969382443654
1204,unitlike,2,soothing,three,pages,adj-pos,num-num,noun-unit_like,It lasted a soothing three pages., good,0.9979839767103633
1205,unitlike,2,soothing,three,acts,adj-pos,num-num,noun-unit_like,It lasted a soothing three acts., good,0.9980224820701561
1206,unitlike,2,soothing,three,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a soothing three paragraphs., good,0.9984358416727533
1207,unitlike,2,soothing,three,awards,adj-pos,num-num,noun-unit_like,It lasted a soothing three awards., good,0.9041977432295962
1208,unitlike,2,soothing,three,meals,adj-pos,num-num,noun-unit_like,It lasted a soothing three meals., good,0.9506336820679026
1209,unitlike,2,soothing,five,pages,adj-pos,num-num,noun-unit_like,It lasted a soothing five pages., good,0.9977590257404975
1210,unitlike,2,soothing,five,acts,adj-pos,num-num,noun-unit_like,It lasted a soothing five acts., good,0.9981419285560166
1211,unitlike,2,soothing,five,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a soothing five paragraphs., good,0.9986358752651503
1212,unitlike,2,soothing,five,awards,adj-pos,num-num,noun-unit_like,It lasted a soothing five awards., good,0.7941854347318977
1213,unitlike,2,soothing,five,meals,adj-pos,num-num,noun-unit_like,It lasted a soothing five meals., good,0.8718720042185888
1214,unitlike,2,soothing,twenty,pages,adj-pos,num-num,noun-unit_like,It lasted a soothing twenty pages., good,0.9982250786392751
1215,unitlike,2,soothing,twenty,acts,adj-pos,num-num,noun-unit_like,It lasted a soothing twenty acts., good,0.9973935286605063
1216,unitlike,2,soothing,twenty,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a soothing twenty paragraphs., good,0.9989778863144059
1217,unitlike,2,soothing,twenty,awards,adj-pos,num-num,noun-unit_like,It lasted a soothing twenty awards., good,0.9745065701347893
1218,unitlike,2,soothing,twenty,meals,adj-pos,num-num,noun-unit_like,It lasted a soothing twenty meals., good,0.9674732529403839
1219,unitlike,2,charming,three,pages,adj-pos,num-num,noun-unit_like,It lasted a charming three pages., good,0.9983729577707003
1220,unitlike,2,charming,three,acts,adj-pos,num-num,noun-unit_like,It lasted a charming three acts., good,0.9987928135365208
1221,unitlike,2,charming,three,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a charming three paragraphs., good,0.9985146403402575
1222,unitlike,2,charming,three,awards,adj-pos,num-num,noun-unit_like,It lasted a charming three awards., good,0.6210095740610185
1223,unitlike,2,charming,three,meals,adj-pos,num-num,noun-unit_like,It lasted a charming three meals., good,0.9765696441836672
1224,unitlike,2,charming,five,pages,adj-pos,num-num,noun-unit_like,It lasted a charming five pages., good,0.9983462557444955
1225,unitlike,2,charming,five,acts,adj-pos,num-num,noun-unit_like,It lasted a charming five acts., good,0.9989843264459043
1226,unitlike,2,charming,five,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a charming five paragraphs., good,0.9986695516322195
1227,unitlike,2,charming,five,awards,adj-pos,num-num,noun-unit_like,It lasted a charming five awards., good,0.7271633472213697
1228,unitlike,2,charming,five,meals,adj-pos,num-num,noun-unit_like,It lasted a charming five meals., good,0.9548529045633145
1229,unitlike,2,charming,twenty,pages,adj-pos,num-num,noun-unit_like,It lasted a charming twenty pages., good,0.9988752472091174
1230,unitlike,2,charming,twenty,acts,adj-pos,num-num,noun-unit_like,It lasted a charming twenty acts., good,0.9988655928268468
1231,unitlike,2,charming,twenty,paragraphs,adj-pos,num-num,noun-unit_like,It lasted a charming twenty paragraphs., good,0.9990871417088683
1232,unitlike,2,charming,twenty,awards,adj-pos,num-num,noun-unit_like,It lasted a charming twenty awards., good,0.9672165969863983
1233,unitlike,2,charming,twenty,meals,adj-pos,num-num,noun-unit_like,It lasted a charming twenty meals., good,0.9836193010181697
1234,unitlike,2,disgusting,three,pages,adj-neg,num-num,noun-unit_like,It lasted a disgusting three pages., good,0.9936442567273918
1235,unitlike,2,disgusting,three,acts,adj-neg,num-num,noun-unit_like,It lasted a disgusting three acts., good,0.9942731431226912
1236,unitlike,2,disgusting,three,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a disgusting three paragraphs., good,0.9899574337400868
1237,unitlike,2,disgusting,three,awards,adj-neg,num-num,noun-unit_like,It lasted a disgusting three awards., good,0.753227757587853
1238,unitlike,2,disgusting,three,meals,adj-neg,num-num,noun-unit_like,It lasted a disgusting three meals., good,0.9723806052282795
1239,unitlike,2,disgusting,five,pages,adj-neg,num-num,noun-unit_like,It lasted a disgusting five pages., good,0.994412678169336
1240,unitlike,2,disgusting,five,acts,adj-neg,num-num,noun-unit_like,It lasted a disgusting five acts., good,0.9960136132193799
1241,unitlike,2,disgusting,five,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a disgusting five paragraphs., good,0.9908050703001301
1242,unitlike,2,disgusting,five,awards,adj-neg,num-num,noun-unit_like,It lasted a disgusting five awards., good,0.9175550012350148
1243,unitlike,2,disgusting,five,meals,adj-neg,num-num,noun-unit_like,It lasted a disgusting five meals., good,0.9662122639209328
1244,unitlike,2,disgusting,twenty,pages,adj-neg,num-num,noun-unit_like,It lasted a disgusting twenty pages., good,0.9952498890313335
1245,unitlike,2,disgusting,twenty,acts,adj-neg,num-num,noun-unit_like,It lasted a disgusting twenty acts., good,0.9948926165629176
1246,unitlike,2,disgusting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a disgusting twenty paragraphs., good,0.9941134043001998
1247,unitlike,2,disgusting,twenty,awards,adj-neg,num-num,noun-unit_like,It lasted a disgusting twenty awards., good,0.9303816366695769
1248,unitlike,2,disgusting,twenty,meals,adj-neg,num-num,noun-unit_like,It lasted a disgusting twenty meals., good,0.9728660804335408
1249,unitlike,2,uninviting,three,pages,adj-neg,num-num,noun-unit_like,It lasted an uninviting three pages., good,0.9945426169169225
1250,unitlike,2,uninviting,three,acts,adj-neg,num-num,noun-unit_like,It lasted an uninviting three acts., good,0.9964778147980448
1251,unitlike,2,uninviting,three,paragraphs,adj-neg,num-num,noun-unit_like,It lasted an uninviting three paragraphs., good,0.9925683936662981
1252,unitlike,2,uninviting,three,awards,adj-neg,num-num,noun-unit_like,It lasted an uninviting three awards., bad,0.4919733133460056
1253,unitlike,2,uninviting,three,meals,adj-neg,num-num,noun-unit_like,It lasted an uninviting three meals., good,0.7147286848858855
1254,unitlike,2,uninviting,five,pages,adj-neg,num-num,noun-unit_like,It lasted an uninviting five pages., good,0.9960037164788825
1255,unitlike,2,uninviting,five,acts,adj-neg,num-num,noun-unit_like,It lasted an uninviting five acts., good,0.9955237762861646
1256,unitlike,2,uninviting,five,paragraphs,adj-neg,num-num,noun-unit_like,It lasted an uninviting five paragraphs., good,0.9921546938240147
1257,unitlike,2,uninviting,five,awards,adj-neg,num-num,noun-unit_like,It lasted an uninviting five awards., bad,0.4152763286426905
1258,unitlike,2,uninviting,five,meals,adj-neg,num-num,noun-unit_like,It lasted an uninviting five meals., good,0.7998712114190422
1259,unitlike,2,uninviting,twenty,pages,adj-neg,num-num,noun-unit_like,It lasted an uninviting twenty pages., good,0.9948268743407286
1260,unitlike,2,uninviting,twenty,acts,adj-neg,num-num,noun-unit_like,It lasted an uninviting twenty acts., good,0.9866482904988377
1261,unitlike,2,uninviting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,It lasted an uninviting twenty paragraphs., good,0.9930295530501667
1262,unitlike,2,uninviting,twenty,awards,adj-neg,num-num,noun-unit_like,It lasted an uninviting twenty awards., good,0.6186860029649734
1263,unitlike,2,uninviting,twenty,meals,adj-neg,num-num,noun-unit_like,It lasted an uninviting twenty meals., good,0.8999194676952875
1264,unitlike,2,haunting,three,pages,adj-neg,num-num,noun-unit_like,It lasted a haunting three pages., good,0.9991077059313226
1265,unitlike,2,haunting,three,acts,adj-neg,num-num,noun-unit_like,It lasted a haunting three acts., good,0.9991271384654485
1266,unitlike,2,haunting,three,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a haunting three paragraphs., good,0.9989670992096347
1267,unitlike,2,haunting,three,awards,adj-neg,num-num,noun-unit_like,It lasted a haunting three awards., good,0.9707555559776767
1268,unitlike,2,haunting,three,meals,adj-neg,num-num,noun-unit_like,It lasted a haunting three meals., good,0.996191769472391
1269,unitlike,2,haunting,five,pages,adj-neg,num-num,noun-unit_like,It lasted a haunting five pages., good,0.9991971134860018
1270,unitlike,2,haunting,five,acts,adj-neg,num-num,noun-unit_like,It lasted a haunting five acts., good,0.9992508789313976
1271,unitlike,2,haunting,five,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a haunting five paragraphs., good,0.9988041378137581
1272,unitlike,2,haunting,five,awards,adj-neg,num-num,noun-unit_like,It lasted a haunting five awards., good,0.9842471153232744
1273,unitlike,2,haunting,five,meals,adj-neg,num-num,noun-unit_like,It lasted a haunting five meals., good,0.9938349315051674
1274,unitlike,2,haunting,twenty,pages,adj-neg,num-num,noun-unit_like,It lasted a haunting twenty pages., good,0.9993721732357512
1275,unitlike,2,haunting,twenty,acts,adj-neg,num-num,noun-unit_like,It lasted a haunting twenty acts., good,0.9993539928525259
1276,unitlike,2,haunting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a haunting twenty paragraphs., good,0.9994261151349481
1277,unitlike,2,haunting,twenty,awards,adj-neg,num-num,noun-unit_like,It lasted a haunting twenty awards., good,0.9961192297277888
1278,unitlike,2,haunting,twenty,meals,adj-neg,num-num,noun-unit_like,It lasted a haunting twenty meals., good,0.9971422930403888
1279,unitlike,2,hideous,three,pages,adj-neg,num-num,noun-unit_like,It lasted a hideous three pages., good,0.997649413764668
1280,unitlike,2,hideous,three,acts,adj-neg,num-num,noun-unit_like,It lasted a hideous three acts., good,0.9977000764863544
1281,unitlike,2,hideous,three,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a hideous three paragraphs., good,0.9962504207938847
1282,unitlike,2,hideous,three,awards,adj-neg,num-num,noun-unit_like,It lasted a hideous three awards., good,0.7296903375302219
1283,unitlike,2,hideous,three,meals,adj-neg,num-num,noun-unit_like,It lasted a hideous three meals., good,0.9736667477365964
1284,unitlike,2,hideous,five,pages,adj-neg,num-num,noun-unit_like,It lasted a hideous five pages., good,0.997524958777819
1285,unitlike,2,hideous,five,acts,adj-neg,num-num,noun-unit_like,It lasted a hideous five acts., good,0.9984426371500608
1286,unitlike,2,hideous,five,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a hideous five paragraphs., good,0.9963980043065714
1287,unitlike,2,hideous,five,awards,adj-neg,num-num,noun-unit_like,It lasted a hideous five awards., good,0.8417626103015042
1288,unitlike,2,hideous,five,meals,adj-neg,num-num,noun-unit_like,It lasted a hideous five meals., good,0.9779667015713552
1289,unitlike,2,hideous,twenty,pages,adj-neg,num-num,noun-unit_like,It lasted a hideous twenty pages., good,0.9983949532674619
1290,unitlike,2,hideous,twenty,acts,adj-neg,num-num,noun-unit_like,It lasted a hideous twenty acts., good,0.9984851340694928
1291,unitlike,2,hideous,twenty,paragraphs,adj-neg,num-num,noun-unit_like,It lasted a hideous twenty paragraphs., good,0.9981545055229956
1292,unitlike,2,hideous,twenty,awards,adj-neg,num-num,noun-unit_like,It lasted a hideous twenty awards., good,0.9722073949417985
1293,unitlike,2,hideous,twenty,meals,adj-neg,num-num,noun-unit_like,It lasted a hideous twenty meals., good,0.9820907455369623
1294,unitlike,2,ugly,three,pages,adj-neg,num-num,noun-unit_like,It lasted an ugly three pages., good,0.9909817981254403
1295,unitlike,2,ugly,three,acts,adj-neg,num-num,noun-unit_like,It lasted an ugly three acts., good,0.9933930201069296
1296,unitlike,2,ugly,three,paragraphs,adj-neg,num-num,noun-unit_like,It lasted an ugly three paragraphs., good,0.985601276552787
1297,unitlike,2,ugly,three,awards,adj-neg,num-num,noun-unit_like,It lasted an ugly three awards., bad,0.19499262490753955
1298,unitlike,2,ugly,three,meals,adj-neg,num-num,noun-unit_like,It lasted an ugly three meals., good,0.6094684897016115
1299,unitlike,2,ugly,five,pages,adj-neg,num-num,noun-unit_like,It lasted an ugly five pages., good,0.9924293383226569
1300,unitlike,2,ugly,five,acts,adj-neg,num-num,noun-unit_like,It lasted an ugly five acts., good,0.9950956933767509
1301,unitlike,2,ugly,five,paragraphs,adj-neg,num-num,noun-unit_like,It lasted an ugly five paragraphs., good,0.9894197369345878
1302,unitlike,2,ugly,five,awards,adj-neg,num-num,noun-unit_like,It lasted an ugly five awards., bad,0.46202683540535394
1303,unitlike,2,ugly,five,meals,adj-neg,num-num,noun-unit_like,It lasted an ugly five meals., good,0.5780442015290718
1304,unitlike,2,ugly,twenty,pages,adj-neg,num-num,noun-unit_like,It lasted an ugly twenty pages., good,0.9951898074100707
